               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,            0.039128,            0.025887,                   0,              0.4215,             0.35133,             0.30021,             0.10453,            0.066863,            0.028797,                   0,           0.0096664,           0.0096664,           0.0096664
                  39,            0.038895,            0.025208,                   0,             0.42805,             0.35603,             0.31329,             0.11234,            0.066405,            0.028527,                   0,           0.0096484,           0.0096484,           0.0096484
                  40,             0.03911,            0.025768,                   0,             0.44382,             0.32864,             0.30449,              0.1054,            0.067171,            0.029154,                   0,           0.0096299,           0.0096299,           0.0096299
                  41,            0.038188,            0.024695,                   0,             0.36741,             0.41393,             0.30267,             0.10815,            0.066092,            0.029047,                   0,            0.009611,            0.009611,            0.009611
                  42,             0.03837,            0.025271,                   0,             0.45914,             0.33943,             0.31389,             0.11395,            0.066071,            0.028678,                   0,           0.0095916,           0.0095916,           0.0095916
                  43,            0.038293,            0.024561,                   0,             0.48049,             0.33363,              0.3268,             0.11816,            0.066258,            0.028664,                   0,           0.0095717,           0.0095717,           0.0095717
                  44,            0.037678,            0.024312,                   0,              0.4597,             0.36854,             0.32138,             0.11426,            0.067312,            0.028858,                   0,           0.0095514,           0.0095514,           0.0095514
                  45,            0.037699,            0.025184,                   0,             0.45454,             0.34038,             0.31126,             0.11671,              0.0665,            0.028897,                   0,           0.0095307,           0.0095307,           0.0095307
                  46,            0.037523,            0.024174,                   0,             0.41289,             0.35055,             0.29807,             0.10613,            0.067335,            0.028911,                   0,           0.0095095,           0.0095095,           0.0095095
                  47,             0.03754,            0.024694,                   0,             0.46318,             0.34507,             0.31221,             0.11479,            0.066384,            0.028978,                   0,           0.0094879,           0.0094879,           0.0094879
                  48,            0.037073,            0.024221,                   0,             0.43761,             0.33255,             0.28862,             0.10545,            0.067415,            0.029953,                   0,           0.0094659,           0.0094659,           0.0094659
