               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  74,            0.032603,            0.017948,                   0,             0.80921,             0.53577,             0.62552,              0.3482,            0.040707,            0.013953,                   0,           0.0025241,           0.0025241,           0.0025241
                  75,            0.030891,            0.016794,                   0,             0.95192,             0.73684,             0.86295,             0.54017,             0.02735,           0.0087925,                   0,           0.0024195,           0.0024195,           0.0024195
                  76,            0.030875,            0.016804,                   0,             0.87644,             0.78421,             0.84186,             0.53543,            0.025867,           0.0090388,                   0,            0.002318,            0.002318,            0.002318
                  77,            0.031596,            0.016091,                   0,             0.89655,             0.74211,              0.8299,             0.53117,            0.026112,           0.0095634,                   0,           0.0022196,           0.0022196,           0.0022196
                  78,            0.030141,             0.01672,                   0,             0.86982,             0.77367,             0.84118,             0.52842,            0.026966,           0.0098641,                   0,           0.0021245,           0.0021245,           0.0021245
                  79,            0.028465,            0.015985,                   0,             0.87419,             0.76842,             0.84086,             0.52047,            0.027112,           0.0096148,                   0,           0.0020327,           0.0020327,           0.0020327
                  80,             0.02899,            0.016674,                   0,             0.90051,             0.76226,             0.84991,             0.54274,            0.025456,           0.0095199,                   0,           0.0019443,           0.0019443,           0.0019443
                  81,            0.029752,            0.016691,                   0,             0.87817,             0.77368,             0.84183,             0.51891,            0.026095,           0.0097928,                   0,           0.0018594,           0.0018594,           0.0018594
                  82,             0.02852,            0.016114,                   0,              0.8947,             0.80495,             0.86014,               0.559,            0.024274,           0.0095484,                   0,           0.0017781,           0.0017781,           0.0017781
                  83,            0.028175,            0.016202,                   0,             0.93833,             0.72075,              0.8476,             0.52945,            0.024883,           0.0099488,                   0,           0.0017005,           0.0017005,           0.0017005
                  84,            0.027268,            0.015371,                   0,             0.83329,             0.78921,             0.85027,             0.56376,            0.023358,           0.0096946,                   0,           0.0016267,           0.0016267,           0.0016267
                  85,            0.027796,             0.01576,                   0,             0.90211,             0.77895,             0.85454,              0.5718,            0.022248,           0.0089538,                   0,           0.0015566,           0.0015566,           0.0015566
                  86,            0.026526,            0.016014,                   0,             0.93036,             0.77346,             0.86397,             0.58729,            0.023356,           0.0087258,                   0,           0.0014905,           0.0014905,           0.0014905
                  87,            0.027855,            0.016605,                   0,             0.93708,             0.78385,             0.86528,             0.58378,            0.023555,           0.0089991,                   0,           0.0014283,           0.0014283,           0.0014283
