               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  38,             0.03998,            0.014194,                   0,             0.72715,             0.39024,             0.45484,             0.12171,            0.062121,             0.01744,                   0,           0.0075161,           0.0075161,            0.029616
                  39,            0.041739,            0.015683,                   0,             0.34523,             0.32794,             0.23518,            0.059832,            0.067072,            0.019302,                   0,           0.0076943,           0.0076943,            0.027794
                  40,            0.040101,            0.015021,                   0,             0.44973,             0.32892,             0.25898,            0.081844,            0.060394,            0.018806,                   0,           0.0078714,           0.0078714,            0.025971
                  41,            0.039729,            0.015859,                   0,             0.43217,             0.35272,             0.27729,            0.092882,            0.060337,            0.018344,                   0,           0.0080473,           0.0080473,            0.024147
                  42,            0.041674,            0.015181,                   0,             0.39123,             0.32927,             0.28804,             0.10076,             0.06159,            0.020256,                   0,           0.0082221,           0.0082221,            0.022322
                  43,            0.038567,            0.015137,                   0,              0.4242,             0.34146,             0.29476,              0.1023,            0.062146,             0.01834,                   0,           0.0083957,           0.0083957,            0.020496
                  44,            0.039608,             0.01504,                   0,             0.55291,             0.43739,             0.36095,             0.12973,            0.061924,              0.0178,                   0,           0.0085681,           0.0085681,            0.018668
                  45,            0.037462,            0.015628,                   0,             0.47173,             0.32927,             0.27155,            0.096398,            0.065093,            0.018145,                   0,           0.0087393,           0.0087393,            0.016839
                  46,            0.038684,            0.014734,                   0,             0.53301,             0.19512,             0.21965,            0.077444,            0.062533,            0.019734,                   0,           0.0089092,           0.0089092,            0.015009
                  47,            0.037415,            0.015598,                   0,             0.43208,             0.39024,             0.29229,            0.093492,            0.065566,            0.018138,                   0,           0.0090778,           0.0090778,            0.013178
                  48,            0.036242,            0.014758,                   0,             0.31234,             0.30465,             0.23497,            0.063609,            0.066056,            0.019715,                   0,           0.0092451,           0.0092451,            0.011345
                  49,            0.036046,            0.014687,                   0,             0.50877,             0.34146,             0.30439,            0.097416,            0.061764,            0.018536,                   0,            0.009411,            0.009411,            0.009511
                  50,            0.038311,            0.015214,                   0,             0.22276,             0.28049,             0.16348,            0.048923,            0.067687,            0.020228,                   0,           0.0093971,           0.0093971,           0.0093971
                  51,            0.037158,            0.015245,                   0,             0.42265,             0.40244,             0.29606,            0.098948,            0.062826,            0.020129,                   0,           0.0093971,           0.0093971,           0.0093971
                  52,            0.034742,            0.015046,                   0,             0.35018,             0.40244,             0.33221,             0.11084,             0.06122,            0.020684,                   0,           0.0093733,           0.0093733,           0.0093733
                  53,            0.036687,            0.015044,                   0,             0.42138,             0.30488,             0.26002,             0.08811,             0.07044,            0.020011,                   0,           0.0093491,           0.0093491,           0.0093491
                  54,            0.034976,            0.014368,                   0,              0.5074,             0.37686,             0.37298,             0.11954,            0.065393,            0.018933,                   0,           0.0093245,           0.0093245,           0.0093245
                  55,            0.035854,            0.014706,                   0,             0.44195,             0.32927,             0.26693,            0.088415,            0.068654,            0.021178,                   0,           0.0092995,           0.0092995,           0.0092995
                  56,            0.033205,            0.013749,                   0,             0.48943,             0.31707,             0.27396,            0.090059,             0.06644,            0.020618,                   0,            0.009274,            0.009274,            0.009274
                  57,            0.033884,            0.014911,                   0,             0.56219,             0.37805,              0.3108,            0.098815,            0.066305,            0.018382,                   0,           0.0092481,           0.0092481,           0.0092481
                  58,            0.033222,            0.013725,                   0,             0.47617,             0.37805,             0.29874,             0.10497,            0.063791,            0.019834,                   0,           0.0092219,           0.0092219,           0.0092219
                  59,             0.03225,            0.013346,                   0,             0.45454,             0.30487,             0.32031,            0.094404,            0.061072,            0.019481,                   0,           0.0091952,           0.0091952,           0.0091952
                  60,            0.033565,            0.014091,                   0,             0.62912,             0.35366,              0.3602,             0.10859,            0.060458,            0.018424,                   0,           0.0091681,           0.0091681,           0.0091681
                  61,            0.031482,            0.013692,                   0,             0.61976,             0.37767,             0.41591,             0.13674,            0.061006,            0.021281,                   0,           0.0091406,           0.0091406,           0.0091406
                  62,            0.031586,            0.012984,                   0,             0.65908,             0.35365,             0.39883,             0.14195,             0.06024,            0.020794,                   0,           0.0091127,           0.0091127,           0.0091127
                  63,            0.031301,            0.012784,                   0,             0.40844,             0.35365,             0.30112,             0.10299,            0.059214,             0.02152,                   0,           0.0090844,           0.0090844,           0.0090844
